,P.Name,PSI_P_RADIUS,PSI_P_MASS,PSI_P_ESCAPE,PSI_P_TEMP_SURF,PSI_Interior,PSI_Surface,PSI_Global
30,55 Cnc e,0.895945,0.9493,0.983841,0.053604,0.9222367312680623,0.2296471488261938,0.4602054279107312
33,61 Vir b,0.948219,0.745019,0.941934,0.135513,0.8405005479837595,0.35727342770208925,0.547985868215269
63,BD-06 1339 b,0.91903,0.982185,0.971307,0.27862,0.9500828808846099,0.5202168358867291,0.7030285272476073
72,CD Cet b,0.882566,0.638332,0.928056,0.525558,0.7505798557861781,0.6983890429037385,0.7240143279696438
110,CoRoT-7 b,0.848824,0.65129,0.942602,0.064336,0.7435257782753737,0.24625848670045872,0.4279013121981216
111,CoRoT-7 c,0.920771,0.972356,0.969031,0.151462,0.9462120304012204,0.3831075218812599,0.6020805146666407
120,DMPP-1 c,0.887233,0.966247,0.976507,0.124541,0.9258975237848949,0.3487336494905532,0.5682355343726514
121,DMPP-1 d,0.840006,0.573118,0.918923,0.077366,0.6938462068124319,0.266633450298345,0.4301192951947375
122,DMPP-1 e,0.8933,0.656397,0.930699,0.112653,0.7657411051393284,0.3237993737594315,0.4979422559955818
124,DMPP-3 A b,0.773471,0.478506,0.904465,0.204432,0.6083670884638649,0.4300018475309147,0.511467469167361
127,EPIC 201170410.02,0.648212,0.25598,0.834474,0.493985,0.4073442128716204,0.6420417734773961,0.5114019953498903
128,EPIC 201238110 b,0.895945,0.659882,0.931025,0.853963,0.7689070024977013,0.891661876540093,0.8280127177356145
129,EPIC 201427007 b,0.799861,0.514117,0.909926,0.04566,0.6412660428691044,0.20383135470285232,0.3615385542966987
130,EPIC 201497682 b,0.498658,0.071422,0.687634,0.166579,0.1887197702308902,0.3384455407979251,0.25272784709060814
131,EPIC 201595106 b,0.73848,0.431939,0.896485,0.051645,0.5647816504809625,0.215171949438118,0.3486046022944426
132,EPIC 201615463 c,0.712542,0.394442,0.88832,0.076367,0.5301476129947206,0.2604579302689784,0.3715927206198263
133,EPIC 201754305 d,0.643936,0.244287,0.828069,0.181361,0.39661718776674315,0.3875298980840059,0.392047214444397
134,EPIC 201757695.02,0.594688,0.167654,0.783624,0.11253,0.3157559531536975,0.29695320964758065,0.30621029335135286
135,EPIC 201833600 c,0.630914,0.223947,0.818087,0.239162,0.37588734689797687,0.44232942824777105,0.40775732395501335
136,EPIC 201841433 b,0.648212,0.251326,0.831369,0.167792,0.40362424247312,0.3734930618472049,0.3882664731303029
137,EPIC 205950854 c,0.742085,0.435982,0.897045,0.203119,0.568801988806298,0.4268569823196055,0.49274445758348856
138,EPIC 206024342 b,0.854615,0.593162,0.921396,0.149948,0.711986757341736,0.3717008036149505,0.5144376054169505
139,EPIC 206024342 c,0.770075,0.473441,0.903524,0.059715,0.6038088092061923,0.23227986494743794,0.3745031757628868
141,EPIC 206032309 b,0.635288,0.230593,0.821425,0.330996,0.38274399509855145,0.5214291795632461,0.4467369330456088
142,EPIC 206042996 b,0.854615,0.593162,0.921396,0.298739,0.711986757341736,0.5246493301663502,0.6111819494443971
143,EPIC 206042996 c,0.704897,0.377099,0.882722,0.067704,0.5155734223202356,0.24446637864540802,0.35502164367887146
144,EPIC 206215704 b,0.630914,0.223947,0.818087,0.456616,0.37588734689797687,0.6111886890249197,0.4793100194776129
145,EPIC 206317286 b,0.617592,0.197963,0.80242,0.116574,0.3496574968394071,0.3058452371380009,0.327018470484357
146,EPIC 206317286 c,0.945863,0.739535,0.940968,0.420705,0.8363604448471963,0.6291819629010355,0.7254122320320647
147,EPIC 211822797 b,0.906377,0.678544,0.933856,0.626954,0.7842299886436377,0.7651697554294734,0.7746412515551382
149,EPIC 212297394 b,0.79339,0.506099,0.908914,0.137571,0.6336670147719542,0.3536102485703716,0.4733615432250027
150,EPIC 212297394 c,0.982102,0.802004,0.948865,0.207327,0.8874963281095872,0.44353729702810785,0.6274055486621848
151,EPIC 212424622 b,0.962093,0.76643,0.94425,0.239168,0.8587065494043934,0.47522035309948585,0.6388073493760047
152,EPIC 212499991 b,0.827995,0.55317,0.915543,0.542435,0.6767732220988062,0.7047145288732168,0.6906025791765978
153,EPIC 212587672 b,0.723811,0.415526,0.894123,0.248222,0.5484179880219101,0.4711061444154597,0.5082942886410252
154,EPIC 212587672 c,0.990702,0.818947,0.951284,0.29814,0.9007399351610874,0.5325559235986396,0.6925997315130086
155,EPIC 212624936 b,0.704897,0.377099,0.882722,0.044179,0.5155734223202356,0.19747854374083276,0.31908414036312976
156,EPIC 212624936 c,0.986424,0.811752,0.950449,0.244684,0.8948361050203552,0.4822444018503481,0.6569092039388978
159,EPIC 220492298 b,0.626507,0.217236,0.814588,0.045591,0.3689171650275981,0.19271191324876624,0.2666359553825764
160,EPIC 220554210 c,0.827995,0.55317,0.915543,0.053793,0.6767732220988062,0.22192296996705863,0.38754551144651755
161,EPIC 220674823 b,0.827995,0.93346,0.968116,0.042558,0.8791474351324696,0.20298049346673683,0.4224331665639012
162,EPIC 220674823 c,0.96662,0.803232,0.953881,0.258317,0.8811470455264546,0.4963906508759004,0.6613570559434997
163,EPIC 228836835 b,0.669121,0.295436,0.851775,0.173692,0.4446149252510536,0.384638145924192,0.4135406394766885
166,EPIC 249893012 b,0.914048,0.991135,0.977386,0.081996,0.9518114122450938,0.28309316921465977,0.5190869957792669
170,G 264-012 b,0.766657,0.46791,0.902388,0.390584,0.5989377904841203,0.5936819978675453,0.5963041036694161
171,G 264-012 c,0.868796,0.617347,0.925276,0.674712,0.7323582485450683,0.7901232945002951,0.760692652846664
172,G 9-40 b,0.93146,0.717055,0.938383,0.555627,0.8172564164936241,0.722074048239514,0.7681924557734666
173,GJ 1061 b,0.669121,0.295984,0.852095,0.680756,0.4450270891350323,0.7616224680378068,0.5821877961368689
174,GJ 1061 c,0.697144,0.356806,0.875399,0.910254,0.49874358348153214,0.8926563960147263,0.6672380757766259
175,GJ 1061 d,0.689281,0.341061,0.870027,0.86022,0.4848575740782029,0.865109603426063,0.6476534131994651
176,GJ 1132 b,0.681304,0.344136,0.874309,0.405422,0.48421197150008594,0.5953688801054351,0.5369215391522778
177,GJ 1132 c,0.780197,0.486448,0.905468,0.830479,0.6160562232913487,0.867163282878144,0.7309044650478179
181,GJ 1252 b,0.697144,0.287165,0.83735,0.153824,0.4474319576874231,0.3588934750033776,0.4007248558824415
182,GJ 1265 b,0.955248,0.913923,0.962621,0.609678,0.9343570612480007,0.7660867092163915,0.8460487729939564
184,GJ 15 A b,0.815686,0.535289,0.912867,0.65532,0.660778134667,0.7734468323291523,0.7148963247426561
188,GJ 163 c,0.976501,0.875327,0.95787,0.931921,0.924531065366113,0.944806418410671,0.9346137622451102
191,GJ 180 b,0.988526,0.853957,0.95528,0.880442,0.9187810932871877,0.9170979412036644,0.9179391314627194
192,GJ 180 c,0.992605,0.847683,0.954678,0.950005,0.9172864243054074,0.9523386337800226,0.9346482226527656
193,GJ 180 d,0.949622,0.923888,0.963796,0.69455,0.936666627106998,0.8181714440140282,0.8754164076940081
194,GJ 2030 b,0.921593,0.701072,0.936376,0.047933,0.8038053543588771,0.2118568167607547,0.4126640809056709
197,GJ 229 A c,0.915569,0.981843,0.970184,0.786649,0.9481271083915911,0.8736099091791485,0.9101061680113296
199,GJ 251 b,0.885273,0.643549,0.928947,0.765897,0.7547957034039079,0.8434913873057627,0.7979120722213641
201,GJ 273 b,0.803066,0.51809,0.910418,0.972641,0.6450274908405067,0.9410153420311488,0.779089702738249
202,GJ 273 c,0.652456,0.262329,0.837155,0.572685,0.4137126176756034,0.6924060305738245,0.5352168825841267
204,GJ 3082 b,0.927807,0.96124,0.967959,0.60725,0.9443755612466896,0.7666766611486227,0.8508999366358941
205,GJ 3090 b,0.952893,0.572026,0.883622,0.295776,0.7382950434738134,0.5112281102130437,0.6143591619360572
206,GJ 3138 b,0.701034,0.363304,0.877321,0.204998,0.5046666784482605,0.4240861355408828,0.4626252710341018
207,GJ 3138 c,0.895945,0.66146,0.931536,0.448198,0.7698258112716149,0.6461521276974951,0.705283337325932
215,GJ 3293 d,0.947762,0.926203,0.963904,0.878345,0.936920491656576,0.9201305662132957,0.9284875779916523
216,GJ 3293 e,0.834037,0.565066,0.917924,0.712481,0.6865026958738035,0.8087047727347725,0.7451026819495639
217,GJ 3323 b,0.712542,0.400127,0.890923,0.770237,0.5339543920916842,0.8283850908550926,0.6650713176835591
218,GJ 3323 c,0.745666,0.441779,0.898344,0.609872,0.573950851392347,0.7401856874919969,0.6517900010927302
219,GJ 3341 b,0.984483,0.86235,0.956504,0.691363,0.9213950917223295,0.8131982998949272,0.8656078339063995
222,GJ 3473 b,0.727516,0.375634,0.874539,0.264748,0.5227616523273299,0.4811781906653708,0.5015391370731742
223,GJ 3473 c,0.953365,0.914515,0.96223,0.823395,0.9337379680483171,0.8901097521373418,0.91166291539182
226,GJ 357 b,0.712542,0.372695,0.878069,0.457431,0.5153259557697438,0.6337633475825184,0.5714846479344774
227,GJ 357 c,0.842963,0.57891,0.920042,0.654415,0.6985697605321891,0.7759441251984578,0.7362411980636818
228,GJ 357 d,0.994936,0.825811,0.952028,0.780941,0.9064375836735808,0.8622515284695064,0.8840685448452236
229,GJ 3634 b,0.920771,0.964798,0.966882,0.368303,0.9425274633972212,0.596745792818014,0.7499661981701085
230,GJ 367 b,0.509508,0.137262,0.78406,0.105762,0.2644543194882625,0.2879648480630926,0.275959322964574
231,GJ 3779 b,0.934959,0.94985,0.966841,0.459699,0.9423750878233147,0.6666752139227916,0.7926273482981254
232,GJ 3929 b,0.665001,0.358812,0.887256,0.415979,0.4884775724759531,0.6075194347706088,0.5447564765367274
233,GJ 3929 c,0.977736,0.796318,0.948491,0.861669,0.8823767766934939,0.9040383241207199,0.8931418825948254
234,GJ 393 b,0.693227,0.352271,0.874435,0.513319,0.4941697770169681,0.6699732082441804,0.5753959601225659
235,GJ 3942 b,0.964785,0.897459,0.960744,0.39119,0.9305132891662536,0.6130525632929039,0.7552837593259125
236,GJ 3998 b,0.763216,0.463625,0.90175,0.285182,0.594849575943364,0.5071122839174772,0.5492317607749775
237,GJ 3998 c,0.998791,0.837667,0.953614,0.617131,0.9146880673743372,0.7671406399311668,0.8376720058250432
238,GJ 411 b,0.783527,0.492652,0.906841,0.718361,0.6212939269009475,0.8071178399719585,0.7081365774114402
239,GJ 414 A b,0.953365,0.926203,0.96557,0.807919,0.9396858640497898,0.8832340283469609,0.9110227939439224
243,GJ 433 b,0.992824,0.821561,0.951414,0.61621,0.903142003377099,0.7656832379907503,0.8315772324391947
245,GJ 433 d,0.955211,0.75663,0.943359,0.97278,0.850141928697791,0.9579565585244458,0.9024405998583346
248,GJ 486 b,0.73848,0.509318,0.927594,0.306374,0.6132871730600601,0.5330953799799807,0.5717871619399135
250,GJ 514 b,0.952893,0.754756,0.94349,0.670955,0.8480576095454836,0.7956376894981786,0.8214296056389233
251,GJ 536 b,0.962093,0.768003,0.944725,0.508929,0.8595872906686092,0.6933959543615754,0.772032609266112
253,GJ 581 c,0.968867,0.779404,0.946111,0.767056,0.8689872353884146,0.8518920819070923,0.8603972019397349
254,GJ 581 e,0.693227,0.348215,0.872378,0.422043,0.49131663904756984,0.6067792252986254,0.5460043311344781
255,GJ 625 b,0.796636,0.509318,0.90912,0.810174,0.6369780641811773,0.8582222246481386,0.7393704966345592
257,GJ 667 C b,0.973324,0.797063,0.95004,0.61069,0.8807954061029155,0.7616954296830196,0.8190835337829653
258,GJ 667 C c,0.871582,0.624087,0.926683,0.979797,0.7375249118734906,0.9528699928904257,0.8383110147990451
259,GJ 667 C e,0.783527,0.473441,0.899237,0.729194,0.6090597724419172,0.8097643021138928,0.702278336257837
260,GJ 667 C f,0.783527,0.473441,0.899237,0.870385,0.6090597724419172,0.8846933910937732,0.7340511940324337
261,GJ 667 C g,0.921593,0.68766,0.932137,0.395318,0.7960795452591406,0.6070342120226833,0.695160067512338
265,GJ 676 A d,0.871582,0.622409,0.926121,0.26709,0.7365327426788303,0.4973506387751,0.6052396467929811
266,GJ 676 A e,0.980475,0.867798,0.956882,0.746142,0.9224176082718716,0.8449673657863953,0.8828435742624343
268,GJ 682 b,0.911506,0.682816,0.933661,0.736092,0.7889175374498909,0.829011696426534,0.8087161838753926
269,GJ 682 c,0.912135,0.988452,0.971043,0.446106,0.949527074400725,0.6581702732257056,0.7905381040743894
270,GJ 685 b,0.90367,0.995847,0.972993,0.721508,0.9486395830292979,0.8378676706043742,0.8915348774309744
274,GJ 740 b,0.809416,0.526746,0.911666,0.244769,0.6529599071428506,0.4723849861648865,0.5553813615002767
281,GJ 876 d,0.974527,0.866713,0.954785,0.348387,0.9190403798261532,0.5767449018370253,0.7280466012880612
283,GJ 887 b,0.898575,0.663348,0.931346,0.538183,0.772054356311782,0.7079792259085007,0.7393229642997039
284,GJ 887 c,0.947762,0.926203,0.963904,0.762727,0.936920491656576,0.8574354822422502,0.8962973131646677
288,GJ 9689 b,0.885625,0.963812,0.976719,0.633353,0.9238917699059777,0.7865163118505554,0.8524411694747805
290,GJ 9827 b,0.821879,0.729809,0.975267,0.134516,0.7744770436307329,0.3622002426448662,0.5296373977788295
291,GJ 9827 c,0.720081,0.197963,0.767236,0.243153,0.37755714137465335,0.4319209824817498,0.4038252734110895
292,GJ 9827 d,0.929013,0.647432,0.916854,0.317391,0.7755467391563193,0.5394452779606101,0.6468114302295728
300,Gl 49 b,0.975536,0.789817,0.947217,0.594463,0.8777783985220872,0.7503902048074721,0.811588758080448
301,Gl 686 b,0.982474,0.863226,0.956156,0.691774,0.9209218756897894,0.8132919898437461,0.8654353729599824
478,HD 106315 b,0.9865,0.841574,0.95916,0.144652,0.9111601127134572,0.37248411015773547,0.5825741702095056
487,HD 108236 b,0.831025,0.560631,0.917278,0.130876,0.6825674888060521,0.34648185454363983,0.48630982857918476
488,HD 108236 c,0.941114,0.731209,0.939844,0.169651,0.8295486886409984,0.3993062414288061,0.5755379821900828
491,HD 108236 f,0.929013,0.714182,0.93823,0.375878,0.8145454943500701,0.5938518467934574,0.6954993501917013
505,HD 110113 b,0.936313,0.697229,0.930696,0.093662,0.807975604011037,0.29524709778759894,0.48841831678126174
551,HD 125595 b,0.994658,0.844517,0.954372,0.313703,0.9165181886825814,0.5471648376092894,0.7081571336055753
580,HD 136352 b,0.842963,0.71274,0.963741,0.2073,0.7751215702197947,0.446971486003302,0.5886061841964918
582,HD 136352 d,0.964785,0.994799,0.988314,0.597331,0.9796770657798415,0.7683427555030371,0.8675988567445289
587,HD 137496 b,0.742085,0.647432,0.974142,0.049948,0.6931447004197608,0.2205820586901845,0.3910182668223852
590,HD 13808 c,0.877674,0.949174,0.978499,0.602243,0.9127241320771572,0.7676549832164187,0.8370527034129395
618,HD 1461 b,0.990561,0.850381,0.95485,0.137403,0.9177985910541594,0.3622143765092711,0.576575965870734
619,HD 1461 c,0.973324,0.78679,0.946979,0.21835,0.8751009027306508,0.454722843774095,0.6308156395326286
643,HD 15337 b,0.83703,0.920784,0.974431,0.174033,0.8779087831432147,0.4118047476936127,0.6012711575822494
644,HD 15337 c,0.99672,0.956212,0.986851,0.343893,0.9762559216926676,0.5825557063002645,0.754137559064318
649,HD 154088 b,0.984483,0.861693,0.956313,0.307188,0.9210440324539322,0.5420035773350578,0.7065473518973362
658,HD 155918 b,0.951489,0.9202,0.963298,0.078084,0.9357137264142277,0.27425929525177445,0.5065848272143352
665,HD 156668 b,0.895945,0.656714,0.929996,0.098136,0.7670590751239438,0.3021027763129628,0.4813841254040238
669,HD 158259 b,0.73485,0.428778,0.896305,0.070799,0.5613265656460595,0.25190771662456074,0.37603522897809116
670,HD 158259 c,0.973324,0.787548,0.947206,0.092388,0.87552234097823,0.29582168265358777,0.5089189445373283
671,HD 158259 d,0.964363,0.772176,0.945298,0.117156,0.8629356661350833,0.3327872180357893,0.5358861443226117
672,HD 158259 e,0.994936,0.824398,0.951613,0.14852,0.9056617738030021,0.3759435632644879,0.5835046823770459
673,HD 158259 f,0.997038,0.828858,0.95229,0.185944,0.9090670616648696,0.42079996644486556,0.6184944535278467
697,HD 164922 d,0.885273,0.643549,0.928947,0.253375,0.7547957034039079,0.48515146719864716,0.6051365490049669
704,HD 168009 b,0.888848,0.969308,0.97612,0.217299,0.928206591866272,0.4605539055094419,0.6538265603381528
722,HD 175607 b,0.90367,0.996985,0.97267,0.396553,0.9491814552286617,0.6210597447186543,0.767787986540551
724,HD 176986 b,0.979924,0.79855,0.948495,0.23234,0.884600650124111,0.4694393765972343,0.6444116523867107
725,HD 176986 c,0.898671,0.986833,0.974069,0.372972,0.941720871035043,0.602744110770068,0.7534034171714585
741,HD 181433 b,0.994658,0.844517,0.954372,0.277525,0.9165181886825814,0.5146475389040542,0.6867924214537403
759,HD 189567 b,0.91903,0.977728,0.970041,0.17539,0.9479247669725694,0.41247483679613717,0.6252960207389993
760,HD 189567 c,0.968657,0.888392,0.959292,0.274501,0.927656795126301,0.5131535961990328,0.6899495781994005
771,HD 191939 d,0.897018,0.506905,0.812399,0.442814,0.6743166239163914,0.5997846703492845,0.6359597267018842
797,HD 20329 b,0.857485,0.915303,0.982068,0.047624,0.8859224531272475,0.2162637427586973,0.4377132685985943
811,HD 20781 b,0.708733,0.387749,0.886477,0.173349,0.5242237232489578,0.3920075273167596,0.4533206872751444
812,HD 20781 c,0.959811,0.76643,0.944938,0.285811,0.8576875565903938,0.519686130965605,0.6676288848318391
818,HD 207897 b,0.976501,0.781555,0.944446,0.356349,0.8736070278191447,0.5801313537932595,0.711903664642925
819,HD 20794 b,0.783527,0.494296,0.907481,0.2888,0.6223297052142056,0.5119379970269837,0.5644415140453027
820,HD 20794 c,0.756266,0.456276,0.90097,0.420902,0.5874232081012802,0.6158084726114119,0.6014484088908582
821,HD 20794 d,0.933893,0.717055,0.937647,0.601716,0.8183230689128835,0.7511306159730143,0.7840073410481956
822,HD 20794 e,0.93146,0.717342,0.938472,0.759387,0.8174199528516539,0.8441939567800755,0.8306990937450338
838,HD 213519 b,0.888848,0.970384,0.975816,0.201729,0.9287216362462974,0.44367824587644594,0.6419140024000567
839,HD 213885 b,0.865993,0.995296,0.961912,0.047961,0.9283961271612458,0.2147888764158889,0.44655252884943636
843,HD 215152 b,0.701034,0.36925,0.880228,0.22533,0.5087797209991767,0.4453557850078968,0.4760125965157719
844,HD 215152 c,0.697144,0.353786,0.873885,0.254266,0.4966284196298073,0.4713801474500172,0.48383961978425
845,HD 215152 d,0.79339,0.506905,0.909223,0.310705,0.634171394774315,0.5315074150141276,0.5805745419086166
846,HD 215152 e,0.799861,0.516504,0.910828,0.46204,0.6427529898366868,0.648721025649701,0.6457301129777574
847,HD 215497 b,0.994658,0.844517,0.954372,0.182059,0.9165181886825814,0.4168357133787843,0.6180918321771733
852,HD 216520 c,0.890469,0.973938,0.975291,0.928028,0.9312688102379463,0.9513660474013144,0.941263792496131
855,HD 21693 b,0.926037,0.963023,0.96794,0.344691,0.9443489449620833,0.5776159680445132,0.7385601058925999
861,HD 217786 c,0.955248,0.91135,0.961884,0.073746,0.9330408698444029,0.26633643660603407,0.4985005320781039
866,HD 219134 b,0.827995,0.71447,0.96878,0.172666,0.7691408113278089,0.40899311422076534,0.560868340788858
867,HD 219134 c,0.803066,0.679157,0.965422,0.260377,0.7385173629387464,0.5013718022525798,0.6084996148325994
869,HD 219134 f,0.742085,0.907764,0.949013,0.465965,0.8207545601091718,0.664986347638055,0.7387764054396138
891,HD 22496 b,0.971101,0.78527,0.947195,0.360415,0.8732562523509351,0.5842801433601864,0.7143012587933634
899,HD 23472 b,0.92408,0.967977,0.986846,0.412725,0.9457738557181627,0.6381974736317906,0.7769108606180821
900,HD 23472 c,0.895945,0.57999,0.904057,0.521989,0.7208600006589352,0.6869554638934027,0.7037035712250276
901,HD 23472 d,0.525434,0.137953,0.778546,0.196231,0.2692307497333839,0.39086424769477185,0.32439586071779414
902,HD 23472 e,0.556093,0.174219,0.804201,0.27999,0.31125868078978935,0.4745189543000364,0.3843151619767033
903,HD 23472 f,0.681304,0.183947,0.768253,0.345982,0.3540110547539441,0.5155596080435316,0.4272163393785643
905,HD 238090 b,0.972562,0.881269,0.958407,0.539724,0.9257908733499159,0.7192185062051727,0.8159938290141101
918,HD 260655 b,0.720081,0.417369,0.896159,0.30104,0.5482148181953859,0.5194032203981797,0.533614600662956
919,HD 260655 c,0.809416,0.542577,0.917499,0.42521,0.6626994077498485,0.6246036741726708,0.6433696332223089
923,HD 26965 b,0.91903,0.976175,0.9696,0.507387,0.9471716371650917,0.7014003387509875,0.8150745408629341
930,HD 28109 b,0.96662,0.673508,0.893253,0.183865,0.8068620098629009,0.40526283180795153,0.5718314288278449
938,HD 285968 b,0.920771,0.964798,0.966882,0.622031,0.9425274633972212,0.7755195531654892,0.8549552486885
954,HD 3167 b,0.834037,0.713605,0.966695,0.06648,0.7714745448717022,0.2535071667625986,0.44223786145002386
956,HD 3167 d,0.945863,0.740361,0.941221,0.229637,0.8368273875435722,0.46490769705071566,0.6237367181526585
957,HD 3167 e,0.882426,0.959431,0.97701,0.730502,0.9201232850037,0.8448122625885588,0.8816640143866558
990,HD 39194 b,0.885273,0.643549,0.928947,0.199495,0.7547957034039079,0.4304884223356071,0.5700270270294586
991,HD 39194 c,0.99672,0.840418,0.953795,0.317469,0.9152384546991019,0.550272973037019,0.7096696312405385
992,HD 39194 d,0.885273,0.643549,0.928947,0.482786,0.7547957034039079,0.6696884397553835,0.7109697299791534
993,HD 39855 b,0.91903,0.977728,0.970041,0.141584,0.9479247669725694,0.3705972003995713,0.5927041967368294
994,HD 40307 b,0.885273,0.643873,0.929054,0.213357,0.7549856835258534,0.4452192429331868,0.57977077750157
995,HD 40307 c,0.984483,0.86235,0.956504,0.319412,0.9213950917223295,0.5527376010802956,0.7136453689653982
996,HD 40307 d,0.888848,0.970846,0.975685,0.455721,0.9289426922087283,0.6668134250935565,0.787039680262267
997,HD 40307 f,0.952893,0.755827,0.943815,0.680419,0.848659093812704,0.8013673679936063,0.8246743019717091
998,HD 40307 g,0.964785,0.894181,0.959802,0.895155,0.9288123686111205,0.9269150766440257,0.927863237680584
1016,HD 45184 c,0.908729,0.993969,0.971601,0.222492,0.9503938422575138,0.46494456625709696,0.6647408914470627
1040,HD 5278 b,0.984483,0.938174,0.978181,0.19416,0.9610496106039479,0.4358022750743736,0.6471689167138216
1059,HD 63433 b,0.957517,0.761154,0.944035,0.186442,0.8537083194030617,0.419532803806806,0.5984635702132276
1096,HD 73583 c,0.99672,0.96139,0.990212,0.480258,0.978895623036491,0.6896065796495855,0.8216160066820416
1108,HD 7924 b,0.994658,0.844517,0.954372,0.209296,0.9165181886825814,0.4469297955070796,0.6400150675151525
1109,HD 7924 c,0.938579,0.941726,0.965602,0.34154,0.9401511832434185,0.5742749403204008,0.7347824607659524
1110,HD 7924 d,0.990561,0.850381,0.95485,0.427481,0.9177985910541594,0.6388898440654696,0.7657494359920218
1113,HD 80653 b,0.831025,0.787548,0.989564,0.036108,0.8089944849626604,0.18902692113029826,0.39105208950200365
1129,HD 85512 b,0.857485,0.589629,0.919289,0.769809,0.7110541632428573,0.8412353688481007,0.7734105709689922
1134,HD 86226 c,0.959811,0.904555,0.985087,0.112797,0.9317734913083758,0.3333389541277767,0.5573117629089853
1150,HD 93351 b,0.854615,0.594218,0.92176,0.10983,0.7126202467443653,0.3181774674611639,0.476171928373221
1152,HD 93385 b,0.898575,0.663348,0.931346,0.143766,0.772054356311782,0.365917871982225,0.5315152745841024
1153,HD 93385 c,0.964785,0.895003,0.960038,0.196908,0.9292391884520368,0.43478634121140464,0.6356260747147776
1154,HD 93385 d,0.912135,0.988452,0.971043,0.367275,0.949527074400725,0.5971932834727799,0.753028014955401
1155,HD 93963 A b,0.752756,0.938174,0.943585,0.051716,0.8403666506614836,0.22090369363141032,0.430859718627512
1171,HD 96700 b,0.907036,0.998925,0.972506,0.155592,0.9518723319332273,0.3889911998387624,0.6084981187251336
1172,HD 96700 c,0.851728,0.589983,0.921188,0.251535,0.7088758993110148,0.4813637123631153,0.5841465008857727
1177,HD 97658 b,0.950562,0.966744,0.9949,0.274294,0.958618855504105,0.5223936261096607,0.7076555517933016
1192,HIP 116454 b,0.982474,0.837478,0.959172,0.304883,0.9070834363893985,0.5407728144757279,0.7003756583867046
1203,HIP 38594 b,0.931368,0.95567,0.967431,0.918258,0.9434407541335068,0.9425238751342059,0.9429822031965663
1214,HIP 54373 b,0.915569,0.984227,0.970861,0.436024,0.9492774779604749,0.6506294618782645,0.7858930554843833
1218,HIP 57274 b,0.994658,0.844517,0.954372,0.136317,0.9165181886825814,0.3606897945936369,0.5749597874784396
1247,HIP 97166 c,0.879252,0.951976,0.978176,0.341675,0.9148916886451642,0.5781161516512059,0.7272645063642358
1253,HR 858 b,0.943495,0.736773,0.940836,0.083072,0.8337515467062115,0.2795659639369571,0.48279245524226133
1254,HR 858 c,0.911506,0.684637,0.93424,0.110744,0.7899688179428351,0.32165427800668217,0.5040802017369803
1255,HR 858 d,0.959811,0.76643,0.944938,0.158247,0.8576875565903938,0.386695750798997,0.5759028856037097
1266,K2-101 b,0.92408,0.708392,0.937917,0.393801,0.8090802675631139,0.607743903726726,0.701222931910438
1267,K2-102 b,0.73848,0.431939,0.896485,0.332966,0.5647816504809625,0.5463506424540928,0.5554897097035703
1268,K2-104 b,0.877106,0.62743,0.926107,0.259298,0.741837325550555,0.49003846061916406,0.602933512953652
1274,K2-111 b,0.882566,0.762213,0.966817,0.104834,0.8201849051025019,0.3183634611226609,0.5109959932807631
1279,K2-116 b,0.498658,0.070643,0.686,0.238698,0.18768776490224395,0.40465643205069657,0.2755885724860739
1280,K2-117 b,0.93146,0.717055,0.938383,0.199538,0.8172564164936241,0.43271591957541844,0.5946762663768832
1281,K2-117 c,0.93872,0.728406,0.939703,0.408585,0.8269034286541567,0.619635820668076,0.7158065273713031
1284,K2-12 b,0.992824,0.821324,0.951344,0.16988,0.9030117269316054,0.40201283402398985,0.6025133222599082
1285,K2-120 b,0.926553,0.711294,0.938074,0.320993,0.8118199243563808,0.5487396354210254,0.6674412103839894
1287,K2-122 b,0.689281,0.343624,0.871352,0.270358,0.4866759644198591,0.485362734473919,0.4860189059013595
1290,K2-125 b,0.962093,0.771656,0.945826,0.876662,0.8616291754623912,0.9105875646043053,0.8857701803946182
1291,K2-126 b,0.919092,0.696635,0.935738,0.338116,0.8001697666245582,0.5624837683062508,0.6708818864865221
1293,K2-128 b,0.776845,0.481443,0.904557,0.28825,0.6115607797553732,0.510625650795179,0.558818952043857
1294,K2-129 b,0.648212,0.251326,0.831369,0.642038,0.40362424247312,0.7305959827579126,0.5430342991879676
1295,K2-13 b,0.90119,0.666168,0.93146,0.422464,0.7748186496981084,0.6273024130672542,0.6971697129430788
1296,K2-130 b,0.723811,0.41136,0.892274,0.18235,0.5456618851999835,0.40336852120610506,0.4691511778858205
1297,K2-131 b,0.799861,0.840418,0.986118,0.046286,0.8198887619049307,0.2136432955840178,0.41852567078456426
1299,K2-133 b,0.752756,0.448407,0.898836,0.331242,0.5809828394126628,0.5456484530464647,0.5630385311611116
1300,K2-133 c,0.827995,0.556911,0.916889,0.412132,0.6790578203989702,0.6147188766810402,0.6460879665781825
1301,K2-133 d,0.926553,0.708392,0.937168,0.591657,0.8101621644930106,0.7446354862454515,0.7767081158935578
1302,K2-133 e,0.860338,0.607097,0.924406,0.838419,0.7227092214618546,0.8803633080234545,0.797650726161027
1303,K2-136 b,0.626507,0.217236,0.814588,0.331127,0.3689171650275981,0.519357372794495,0.4377212007745644
1305,K2-136 d,0.783527,0.493885,0.907321,0.564371,0.6220709223191516,0.7155876327124442,0.6671928197167656
